t,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6
0.653825,-0.000572213,0.088693065,0.065423056,-0.032616159,-0.000953689,-0.000572213,-0.005860806,0.443467643,0.306715507,-0.065934066,-0.021978022,-0.007326007
0.659493,-0.000572213,0.098229953,0.072671092,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.427838828,0.349694750,0.007326007,-0.007326007,-0.021978022
0.664538,-0.000572213,0.098229953,0.072671092,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.427838828,0.349694750,0.007326007,-0.007326007,-0.021978022
0.669559,-0.000572213,0.098229953,0.072671092,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.427838828,0.349694750,0.007326007,-0.007326007,-0.021978022
0.675046,-0.000572213,0.104715038,0.077630274,-0.032616159,-0.000953689,-0.000572213,0.001953602,0.431746032,0.357509158,0.007326007,-0.021978022,0.007326007
0.680055,-0.000572213,0.104715038,0.077630274,-0.032616159,-0.000953689,-0.000572213,0.001953602,0.431746032,0.357509158,0.007326007,-0.021978022,0.007326007
0.685831,-0.000572213,0.111581598,0.084115358,-0.032616159,-0.000953689,-0.000572213,-0.001953602,0.420024420,0.420024420,-0.007326007,-0.007326007,-0.007326007
0.690886,-0.000572213,0.111581598,0.084115358,-0.032616159,-0.000953689,-0.000572213,-0.001953602,0.420024420,0.420024420,-0.007326007,-0.007326007,-0.007326007
0.696956,-0.000572213,0.118829633,0.090981918,-0.032997635,-0.000953689,-0.000572213,-0.005860806,0.447374847,0.423931624,-0.007326007,-0.021978022,-0.021978022
0.702005,-0.000572213,0.118829633,0.090981918,-0.032997635,-0.000953689,-0.000572213,-0.005860806,0.447374847,0.423931624,-0.007326007,-0.021978022,-0.021978022
0.707061,-0.000572213,0.118829633,0.090981918,-0.032997635,-0.000953689,-0.000572213,-0.005860806,0.447374847,0.423931624,-0.007326007,-0.021978022,-0.021978022
0.712626,-0.000572213,0.126459144,0.097848478,-0.032616159,-0.000953689,-0.000572213,-0.001953602,0.459096459,0.443467643,0.021978022,-0.021978022,-0.007326007
0.717735,-0.000572213,0.126459144,0.097848478,-0.032616159,-0.000953689,-0.000572213,-0.001953602,0.459096459,0.443467643,0.021978022,-0.021978022,-0.007326007
0.726068,-0.000572213,0.135614557,0.107766842,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.466910867,0.486446886,-0.021978022,-0.007326007,-0.007326007
0.731102,-0.000572213,0.135614557,0.107766842,-0.032997635,-0.000953689,-0.000572213,-0.001953602,0.466910867,0.486446886,-0.021978022,-0.007326007,-0.007326007
0.739668,-0.000572213,0.143625544,0.115777829,-0.032616159,-0.000953689,-0.000572213,-0.001953602,0.494261294,0.494261294,-0.007326007,-0.021978022,-0.021978022
